# Expression Atlas version: 3.5
# Query: Genes matching: default query, specifically up/down differentially expressed in 2 comparisons  given the p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-4152
# Timestamp: Sun, 23-Jul-2017 11:46:47
Gene ID	Gene Name	Design Element	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.foldChange	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.pValue	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.tStat	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.foldChange	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.pValue	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.tStat
ENSG00000146776	ATXN7L1	8142096	-0.5	0.00269992471227362	-7.59431911851043	-0.8	0.00185939808142203	-11.9100039476182
ENSG00000146776	ATXN7L1	8142098	-0.5	0.00194375317759515	-8.26597516698966	-0.7	0.00203678396129806	-11.388201317442
ENSG00000146776	ATXN7L1	8142100	-0.5	0.00348549569818797	-7.12647120770693	-0.8	0.00470674371086229	-8.50720624963792
ENSG00000146776	ATXN7L1	8142102	-0.6	0.00124244463899273	-9.20522752599956	-0.7	0.0014147487243576	-12.9461596287126
ENSG00000146776	ATXN7L1	8142104	-0.5	0.00752115724130428	-5.84718855954406	-0.6	0.00739216738481404	-7.26911409961281
ENSG00000146802	TMEM168	8142407	0.2	0.25160627740525	1.71232259420532			
ENSG00000146828	SLC12A9	8134965				-0.3	0.0571343922521474	-3.37348576998065
ENSG00000146830	GIGYF1	8141595	-0.2	0.0579490547016301	-3.24813798918638			
ENSG00000146833	TRIM4	8141363	-0.2	0.0514733823238106	-3.37434466687091			
ENSG00000146834	MEPCE	8134821	-0.2	0.0148994321908254	-4.86411341893769			
ENSG00000146858	ZC3HAV1L	8143270	0.3	0.0353748134589613	3.7883955747394	0.3	0.0353892264541743	4.02934937834998
ENSG00000146859	TMEM140	8136388	-0.8	2.72248336656215E-4	-13.5597055719389	-0.3	0.0123053704506074	-5.96405659421524
ENSG00000146918	NCAPG2	8144153	0.2	0.0509189749819276	3.38492162443525	0.2	0.0565802883312907	3.38735678842117
ENSG00000146938	NLGN4X	8171205	-0.3	0.0502958891324849	-3.39873229342661	-0.2	0.0689352384868169	-3.15092056468978
ENSG00000146950	SHROOM2	8165934				-0.3	0.018582096112845	-5.11271380615341
ENSG00000146955	RAB19	8136580	0.2	0.271440805894398	1.63361532388723	0.1	0.825440778045574	0.363963419962836
ENSG00000147010	SH3KBP1	8171684	0.4	0.00144656013572232	8.86088190451242			
ENSG00000147036	LANCL3	8166714	0.2	0.0359319475141068	3.76931442472072			
ENSG00000147050	KDM6A	8166956	-0.2	0.0975610816464218	-2.69494748413151			
ENSG00000147081	AKAP4	8172660	-0.1	0.372876812829263	-1.29505626975241			
ENSG00000147099	HDAC8	8173531	-0.5	0.00919581319276232	-5.52676939936818			
ENSG00000147100	SLC16A2	8168424	-0.9	2.73000509132657E-4	-13.497270871873			
ENSG00000147113	CXorf36	8172254	0.2	0.115346730903431	2.52454190505371			
ENSG00000147119	CHST7	8166999	-0.3	0.00535518174737182	-6.40818554036744	-0.2	0.0184342034762551	-5.12657051221748
ENSG00000147121	KRBOX4	8166989				-0.2	0.120138660074844	-2.53374751176389
ENSG00000147130	ZMYM3	8173457	-0.2	0.0305509962728961	-3.95888847521293			
ENSG00000147140	NONO	7892639	-0.1	0.759327533558967	-0.455972408073891	0.1	0.297204094818822	1.60365792443821
ENSG00000147140	NONO	7893074				0.3	0.0450924713575996	3.67681687883393
ENSG00000147140	NONO	7893780	0.1	0.634322463554343	0.696403471647298	0.3	0.306902698762494	1.56646143177245
ENSG00000147140	NONO	7895088	-0.2	0.244701586935067	-1.74391142520283			
ENSG00000147140	NONO	7895117	0.7	0.102626958224194	2.64351819332943	0.2	0.338947173381001	1.46273125060141
ENSG00000147140	NONO	7896098	0.2	0.352131569891712	1.35692613481587	0.2	0.575664509626488	0.881904613501269
ENSG00000147145	LPAR4	8168517	-0.3	0.0634290871485267	-3.15010638523054	-0.3	0.0787164486723597	-2.99454430371699
ENSG00000147155	EBP	8167305	-0.4	0.00744317427330198	-5.86372588079			
ENSG00000147162	OGT	8168316	0.2	0.148273645428641	2.25995007771016	0.2	0.248279733183305	1.79068483512432
ENSG00000147202	DIAPH2	8168691				0.2	0.0318663807318893	4.1944504380078
ENSG00000147224	PRPS1	8169240	0.4	0.00227780655581866	7.92712269846626	-0.2	0.13957166148181	-2.3743490009311
ENSG00000147234	FRMPD3	8169235	0.2	0.18260747653779	2.04535834581385			
ENSG00000147251	DOCK11	8169541	0.3	0.086833691268728	2.8168673086106	0.2	0.156566894078433	2.25439684745915
ENSG00000147256	ARHGAP36	8169931	0.2	0.124949712552593	2.44327526106314			
ENSG00000147262	GPR119	8175098	0.1	0.322878640913192	1.4458799942621	0.1	0.817525277174086	0.38102315034916
ENSG00000147378	FATE1	8170513	0.1	0.448065215274913	1.0992305346038	-0.2	0.238090422318619	-1.83289102168216
ENSG00000147381	MAGEA4	8170531	0.1	0.586909651672324	0.789872886966828	-0.1	0.757814949002945	-0.50677125198968
ENSG00000147400	CETN2	8175755	-0.2	0.15571996506583	-2.20898867632702	-0.3	0.040665014104165	-3.81145065969812
ENSG00000147403	RPL10	8170859				-0.2	0.181085056246573	-2.10859443031257
ENSG00000147408	CSGALNACT1	8149574	-0.6	0.0012216203961892	-9.25782342323956			
ENSG00000147416	ATP6V1B2	8144931	-0.4	0.0036650367366759	-7.04002763743925			
ENSG00000147419	CCDC25	8149942	-0.3	0.0744791699882678	-2.98000398088092	-0.3	0.0234765773220267	-4.71996238964763
ENSG00000147434	CHRNA6	8150550	-0.2	0.114774784254925	-2.52976022225914	-0.2	0.128784273672786	-2.45700205529803
ENSG00000147454	SLC25A37	8145281	-0.5	0.00640441630914047	-6.11806503965947	0.1	0.349701368913253	1.42886207738827
ENSG00000147454	SLC25A37	8145291	-0.5	0.0168710625746967	-4.7057434759593	0.3	0.17697003580391	2.13051242225454
ENSG00000147459	DOCK5	8145365				0.2	0.0272169100533662	4.46668331782979
ENSG00000147475	ERLIN2	8145835	-0.2	0.13679641415189	-2.34877536378483			
ENSG00000147485	PXDNL	8150704				0.1	0.397046379877908	1.29262593548474
ENSG00000147509	RGS20	8146435	-0.2	0.127253886060303	-2.4217226981328	0.4	0.0219559529018829	4.84047975172515
ENSG00000147536	GINS4	8146130	-0.1	0.523380254050194	-0.922729503361684	-0.2	0.220210881034646	-1.91106323163722
ENSG00000147576	ADHFE1	8146687	-0.7	6.74014894731711E-4	-10.7726121414005	-0.4	0.0506856697406271	-3.52260777468433
ENSG00000147592	LACTB2	8151296	-0.5	0.00971320972669394	-5.44607330417365	-0.2	0.125626091485693	-2.48491213872102
ENSG00000147601	TERF1	8146914	-0.1	0.324320722793733	-1.44086708256169			
ENSG00000147613	PSKH2	8151633				-0.1	0.797143364105164	-0.426513776924082
ENSG00000147614	ATP6V0D2	8147145	0.1	0.654774664808639	0.654570566540957			
ENSG00000147642	SYBU	8152355				-0.3	0.0199257089881335	-4.98953127235275
ENSG00000147650	LRP12	8152280	0.6	8.94170565380518E-4	10.0532423029721	0.2	0.0259520649185548	4.54950114997149
ENSG00000147655	RSPO2	8152314				-0.2	0.19055010307681	-2.05572059947506
ENSG00000147684	NDUFB9	8148270	0.1	0.727498741865295	0.513830921854069			
ENSG00000147687	TATDN1	8152759	0.3	0.0277175575430784	4.07719437678982			
ENSG00000147789	ZNF7	8148941				-0.2	0.111420365001321	-2.61537096817096
ENSG00000147813	NAPRT	8153430	-0.4	0.00813438391683036	-5.72048938082351	-0.3	0.0348685968502754	-4.04959443692782
ENSG00000147852	VLDLR	8154100	1.3	9.21017178348798E-5	18.3992897947091			
ENSG00000147853	AK3	8159945	-0.5	0.00405987008260546	-6.8690590845374			
ENSG00000147854	UHRF2	8154316	-0.3	0.014173316184139	-4.92972438851646			
ENSG00000147862	NFIB	8160138	-0.6	6.71904288641332E-4	-10.8061532178139			
ENSG00000147869	CER1	8160163	0.2	0.218081807290197	1.86438508868069			
ENSG00000147872	PLIN2	8160297				0.3	0.0584167263046244	3.34599212319512
ENSG00000147874	HAUS6	8160284	0.3	0.0243197553981908	4.23762510566906	0.4	0.0106963928979735	6.28829360086485
ENSG00000147883	CDKN2B	8160452	-0.3	0.0368803011649776	-3.73812418551685	-0.1	0.652103568894465	-0.723394411161916
ENSG00000147889	CDKN2A	8160441	-0.7	0.00198805184583699	-8.21241449441959	-0.4	0.0183371316087208	-5.13556394712256
ENSG00000147894	C9orf72	8160531	-0.3	0.24819849246001	-1.72733981698442	0.2	0.178455944222663	2.12180281767053
ENSG00000148053	NTRK2	8156134	-0.5	0.00210822693821832	-8.08661600222626	-0.8	0.00311283651010555	-9.84042934603624
ENSG00000148082	SHC3	8162216	-0.2	0.0602243450852126	-3.20425233591267	-0.3	0.0383912361114428	-3.89866245641796
ENSG00000148090	AUH	8162264	-0.4	0.00927097204765758	-5.51327350832783			
ENSG00000148120	C9orf3	8156549	-0.4	0.00626190881025621	-6.1575092465417	0.1	0.75101258975274	0.519939103793579
ENSG00000148136	OR13C4	8162929	-0.1	0.423999201186733	-1.15783621518984			
ENSG00000148143	ZNF462	8157105	-0.3	0.00519538391741518	-6.45060674800752	-0.3	0.0182807746542957	-5.14544735964515
ENSG00000148154	UGCG	8157216				-0.2	0.08922083204036	-2.85285604810368
ENSG00000148156	ACTL7B	8163019				0.1	0.515729282604958	1.00899113795227
ENSG00000148175	STOM	8163896	-0.4	0.00320240552642935	-7.27831088792499	-0.4	0.00418924946964978	-8.85045326308664
ENSG00000148180	GSN	8157582	-0.4	0.042654568995478	-3.5791128921183	-0.2	0.173896980159132	-2.14801227365226
ENSG00000148187	MRRF	8157638				-0.2	0.0452604877927188	-3.67259666467583
ENSG00000148204	CRB2	8157731	0.1	0.614826915595059	0.733071490675337	-0.1	0.745923241301852	-0.531295319411761
ENSG00000148215	OR5C1	8157696	0.1	0.289821816188694	1.56653287339019			
ENSG00000148218	ALAD	8163509	-0.4	0.00875545241866698	-5.60102232839202	-0.2	0.0577195235867155	-3.35900259873557
ENSG00000148288	GBGT1	8164833	-0.3	0.0608876883732722	-3.19300498955676	-0.4	0.0112457345413495	-6.19254373501031
ENSG00000148331	ASB6	8164572	-0.1	0.635586513184942	-0.693930638232793			
ENSG00000148335	NTMT1	8158544				-0.2	0.0390966492328383	-3.87273282949732
ENSG00000148337	CIZ1	8164373				-0.2	0.104315897594646	-2.68118116569414
ENSG00000148339	SLC25A25	8158147				-0.2	0.0754162649469024	-3.04248308525699
ENSG00000148341	SH3GLB2	8164521	-0.4	0.00237198296864843	-7.85207747269339			
ENSG00000148344	PTGES	8164580	-1.3	7.06111386358929E-5	-19.7526139128993	0.3	0.0344980114680724	4.06552019869621
ENSG00000148346	LCN2	8158167	0.2	0.175366315646509	2.0887998858685	0.1	0.685899713326727	0.652808447992174
ENSG00000148357	HMCN2	8158666				-0.1	0.65474481399439	-0.71831722391573
ENSG00000148362	C9orf142	8159541				-0.2	0.0330820897378128	-4.12941534258328
ENSG00000148377	IDI2	7931748				-0.2	0.116898930431798	-2.56264503991059
ENSG00000148399	DPH7	8165610	-0.1	0.290383051585737	-1.56371496641452			
ENSG00000148400	NOTCH1	8165217	0.2	0.0279872503238125	4.06566115829317			
ENSG00000148459	PDSS1	7926807	0.2	0.0721202992859249	3.01460105789602			
ENSG00000148481	MINDY3	7932285	0.3	0.0720659783262042	3.01534661498754	0.1	0.580602351995648	0.871048946226005
ENSG00000148482	SLC39A12	7926486	0.2	0.221442548103097	1.84713114366472			
ENSG00000148516	ZEB1	7926916	-0.5	0.00314695907812624	-7.31608569400134			
ENSG00000148541	FAM13C	7933733	-0.3	0.0179347982529022	-4.62713140809137	-0.2	0.0361677787648422	-3.99311586580436
ENSG00000148572	NRBF2	7927775	0.1	0.609066374075783	0.744346811692581			
ENSG00000148600	CDHR1	7928770	0.1	0.504100404507364	0.967299868322195			
ENSG00000148602	LRIT1	7934783	0.1	0.664370547204673	0.635415947398803			
ENSG00000148634	HERC4	7933947	-0.6	0.0119984883615469	-5.16887804262731	0.5	0.0171595009953989	5.29306535985154
ENSG00000148655	C10orf11	7928534	-0.4	0.0662587821474632	-3.10499634990163	-0.4	0.076595411133082	-3.02611789477206
ENSG00000148671	ADIRF	7928882	-0.5	0.0245850011637952	-4.2246483863057	-0.6	0.00897612819532306	-6.76159643613598
ENSG00000148677	ANKRD1	7934979	0.8	1.07577190032233E-4	17.5362715859253	-0.6	0.00418924946964978	-8.8520265971693
ENSG00000148690	FRA10AC1	7935123	0.2	0.0464951086697667	3.48504837664747			
ENSG00000148700	ADD3	7930380	-0.6	4.92390779381085E-4	-11.691934628514			
ENSG00000148702	HABP2	7930561				-0.1	0.619759220653709	-0.788647610068946
ENSG00000148734	NPFFR1	7934141	0.1	0.573506874050657	0.81735863561493			
ENSG00000148737	TCF7L2	7930537	-0.2	0.0520724954222843	-3.3601874077203	-0.6	0.00756765231582274	-7.18801054947354
ENSG00000148773	MKI67	7937020	0.1	0.403028479216459	1.21202970995356			
ENSG00000148798	INA	7930208	-0.2	0.235081222847457	-1.78433301311874			
ENSG00000148834	GSTO1	7930304				0.2	0.0701966932793857	3.12636769932671
ENSG00000148841	ITPRIP	7936242	-0.5	0.00108481761688838	-9.57087423767936			
ENSG00000148843	PDCD11	7930226	0.2	0.0969032941742741	2.70184247134522			
ENSG00000148848	ADAM12	7936968	1.0	8.34013328438369E-5	18.9192511189061			
ENSG00000148926	ADM	7938390	-0.6	5.08882483728717E-4	-11.6008239605987			
ENSG00000148985	PGAP2	7937892	-0.4	0.0239467660418705	-4.25646182894176	-0.4	0.0239994158753383	-4.68112625993888
ENSG00000149021	SCGB1A1	7940654	0.2	0.216712446164064	1.87082790876492	0.1	0.624845353930856	0.778333299349327
ENSG00000149043	SYT8	7937713	0.1	0.543218281121599	0.877894670923895			
ENSG00000149050	ZNF214	7946288	-0.3	0.0387921089808603	-3.68637132781687	0.1	0.355221811928434	1.41074801543393
ENSG00000149054	ZNF215	7938183				0.2	0.066010033060781	3.20220710983811
ENSG00000149089	APIP	7947490				-0.1	0.414097250147262	-1.2476628789858
ENSG00000149090	PAMR1	7947512	-1.5	3.19842712340449E-5	-29.1191331790219	-0.6	0.00203122371703641	-11.4293133798775
ENSG00000149131	SERPING1	7940028	-0.8	8.4183628670806E-4	-10.185137223013	-0.2	0.10637577845422	-2.66219945054564
ENSG00000149136	SSRP1	7948211	-0.2	0.151242230677963	-2.23831811932353			
ENSG00000149150	SLC43A1	7948249				-0.3	0.0187435782031967	-5.09694338329762
ENSG00000149177	PTPRJ	7939839	-0.2	0.0930726894155513	-2.74500207273021			
ENSG00000149179	C11orf49	7939723	-0.2	0.0847414467555943	-2.84126044680318	-0.2	0.0527163585339875	-3.47705626299628
ENSG00000149212	SESN3	7951077	-0.9	0.00128385414552075	-9.14341643537779	-0.6	0.0147859246108316	-5.58061434547678
ENSG00000149218	ENDOD1	7943293	0.2	0.254342079430952	1.70055220320191	-0.1	0.782955815820826	-0.459058735554136
ENSG00000149231	CCDC82	7951144	0.3	0.0672385864989346	3.08474551737045	0.5	0.00533692516982628	8.09536518505735
ENSG00000149257	SERPINH1	7942596	0.6	7.32922568851332E-4	10.541923030218			
ENSG00000149289	ZC3H12C	7943715				0.2	0.0979355904520082	2.75273524918043
ENSG00000149292	TTC12	7943919	-0.3	0.0184684650621838	-4.58645625606408	-0.3	0.0121070029625092	-6.00830689194441
ENSG00000149294	NCAM1	7943892	-0.3	0.0217397821443757	-4.37217233853785	-0.5	0.00942574733954209	-6.63493023126981
ENSG00000149311	ATM	7943620				0.3	0.0623524124341159	3.26874235030317
ENSG00000149328	GLB1L2	7945321				-0.3	0.0323982544135042	-4.16424021668817
ENSG00000149346	SLX4IP	8060977	-0.4	0.0190764761688516	-4.54592713677661	-0.2	0.207813437088516	-1.96751330498271
ENSG00000149357	LAMTOR1	7950119	-0.2	0.0760475331057177	-2.95901932946618	-0.2	0.0813155397989871	-2.9561207236149
ENSG00000149380	P4HA3	7950374	0.3	0.0133792576643469	5.01256183599958			
ENSG00000149428	HYOU1	7952145	0.3	0.00732039270402248	5.8926123690157			
ENSG00000149443	C20orf78	8065244	-0.2	0.296792757318278	-1.53889763969543	-0.1	0.508934676696521	-1.02541233692997
ENSG00000149452	SLC22A8	7948937				-0.2	0.281005615872096	-1.66054629692032
ENSG00000149474	KAT14	8061138	-0.2	0.183863633444898	-2.03809599233983			
ENSG00000149476	TKFC	7940451	-0.3	0.0140639238460993	-4.93934174465139	-0.4	0.0173416461786903	-5.26727534807536
ENSG00000149483	TMEM138	7940473	-0.3	0.0319898077552293	-3.90361434763847	-0.3	0.0297145132403955	-4.32105391239255
ENSG00000149489	ROM1	7940662	-0.1	0.263780232764452	-1.66233427155528	-0.2	0.229970049414027	-1.8690830354448
ENSG00000149499	EML3	7948718	-0.4	0.00377000477602573	-6.99458011981415			
ENSG00000149506	ZP1	7940358	0.1	0.684803506718965	0.595806120484642			
ENSG00000149531	FRG1BP	8061497	-0.2	0.192965807455834	-1.98866032932959	-0.3	0.148240226545166	-2.31344225515107
ENSG00000149532	CPSF7	7948574				-0.3	0.0718738578855564	-3.09792813560136
ENSG00000149541	B3GAT3	7948741	-0.3	0.126373226076621	-2.42915867007043	-0.2	0.283970234340362	-1.64870088573145
ENSG00000149557	FEZ1	7952490				-0.2	0.0632865825209277	-3.25255988120773
ENSG00000149575	SCN2B	7952011				-0.1	0.514800467268263	-1.01102658279732
ENSG00000149577	SIDT2	7944049				-0.4	0.0127961557720454	-5.87839031955601
ENSG00000149582	TMEM25	7944275	-0.6	0.00269813855162114	-7.60102228673069	-0.3	0.0130037937733317	-5.83924256940556
ENSG00000149591	TAGLN	7944082	0.9	1.92128230139462E-4	14.8403373637322	-0.7	0.00184481227914173	-12.0512050055223
ENSG00000149600	COMMD7	8065637	-0.3	0.00958658588330587	-5.46471395711297			
ENSG00000149609	C20orf144	8061940	0.1	0.544668411873622	0.874799875066918			
ENSG00000149646	CNBD2	8062237	0.1	0.407360709974556	1.20138615657138			
ENSG00000149651	SPINT4	8063019	0.1	0.710674034042123	0.546315450397133			
ENSG00000149657	LSM14B	8063814	0.1	0.484610145557453	1.01135167521303			
ENSG00000149657	LSM14B	8063835	0.2	0.512787447997043	0.947617900257209	0.3	0.0590961073532863	3.33256395915951
ENSG00000149792	MRPL49	7941164	-0.3	0.00732138601488041	-5.89115381088199			
ENSG00000149798	CDC42EP2	7941236	0.4	0.00585785340836614	6.26810363655197			
ENSG00000149823	VPS51	7941136				-0.2	0.0179786807075391	-5.18271865346337
ENSG00000149923	PPP4C	7994756				-0.2	0.103245022435977	-2.6930875039267
ENSG00000149926	FAM57B	8000772	0.1	0.517748277621281	0.934591254744205			
ENSG00000149930	TAOK2	7994692				0.2	0.0489592705078007	3.56746347761525
ENSG00000149948	HMGA2	7956867	-0.2	0.176872028804302	-2.08058088867734	0.8	0.00204476310191745	11.2544277410694
ENSG00000150045	KLRF1	7953892	-0.2	0.0858538457500131	-2.82773906820856	-0.3	0.0811571006832153	-2.95880094431635
ENSG00000150051	MKX	7932733	-0.4	0.00416304561638685	-6.83336845615952	-0.4	0.0068765694812906	-7.45948749441374
ENSG00000150054	MPP7	7932765	-0.2	0.0595119948534972	-3.21811612191041			
ENSG00000150093	ITGB1	7932966				0.2	0.0578365693488403	3.35612463045144
ENSG00000150244	TRIM48	7939912				-0.1	0.62781049781599	-0.77268960154319
ENSG00000150316	CWC15	7951068	0.1	0.770488749609159	0.434171532712054			
ENSG00000150347	ARID5B	7927732	-0.4	0.001194475946577	-9.33492920668298	-1.1	2.32060014497622E-4	-23.42039339773
ENSG00000150401	DCUN1D2	7972912				0.3	0.0286052014882592	4.38810081109456
ENSG00000150455	TIRAP	7945086				0.2	0.160873195790281	2.2274089840088
ENSG00000150456	EEF1AKMT1	7970467	-0.2	0.136247674579485	-2.35367980153422			
ENSG00000150457	LATS2	7970498				-0.4	0.00818133183879956	-6.96887839726094
ENSG00000150471	ADGRL3	8095303	0.1	0.781425739586292	0.413454441034703			
ENSG00000150540	HNMT	8045499	-1.1	3.8056969785821E-4	-12.4699180361205	-0.4	0.0150152368421645	-5.55153247696672
ENSG00000150556	LYPD6B	8045664	-1.0	0.00238673042052838	-7.83691208828246	-0.5	0.00497363161908783	-8.32153354980328
ENSG00000150593	PDCD4	7930454	-0.1	0.523484096465006	-0.92233049434716	-0.2	0.231312772024934	-1.86122876014969
ENSG00000150625	GPM6A	8103789	0.1	0.260933243729464	1.67319727749447			
ENSG00000150627	WDR17	8098379	0.5	0.00299722949096581	7.39588015580524	-0.2	0.116355519746166	-2.56932965051411
ENSG00000150630	VEGFC	8103822	-0.4	0.00425129395550321	-6.80089323263319	0.3	0.00739866071545669	7.25845548393349
ENSG00000150636	CCDC102B	8021685	1.7	0.00119909370251374	9.30942098806209			
ENSG00000150637	CD226	8023757	0.2	0.17375098106672	2.09805376628142	0.1	0.263044320934067	1.72993234438358
ENSG00000150667	FSIP1	7987426	0.2	0.216988221165771	1.86906598014787			
ENSG00000150681	RGS18	7908376	0.2	0.211801215813758	1.89466630064149			
ENSG00000150687	PRSS23	7942957				-0.3	0.0130037937733317	-5.83996811549986
ENSG00000150712	MTMR12	8111339	-0.1	0.51772935938704	-0.93479249100282			
ENSG00000150722	PPP1R1C	8046746	-0.3	0.0119445772298539	-5.1738610377656	-0.1	0.265226636207422	-1.72144757995095
ENSG00000150750	C11orf53	7943729	0.2	0.186194294763111	2.02492859946744			
ENSG00000150753	CCT5	8104449	0.3	0.0298103669372147	3.98808982469962			
ENSG00000150756	FAM173B	8110966	-0.1	0.682626187895377	-0.599899000788709	-0.3	0.0999617490402086	-2.72903860351601
ENSG00000150768	DLAT	7943827	0.3	0.0631262526482046	3.15442853307305	0.2	0.0543627720914622	3.43626659353672
ENSG00000150773	PIH1D2	7951672	-0.4	0.0360682888522468	-3.7642886312979	-0.1	0.535351985614021	-0.965308755943204
ENSG00000150776	C11orf57	7943842				-0.2	0.278694869499473	-1.66974950293198
ENSG00000150779	TIMM8B	7951679	-0.2	0.370914511030777	-1.30106610666137	-0.2	0.448546603781751	-1.16639155808313
ENSG00000150782	IL18	7951686	-0.3	0.119540499485582	-2.49068000020513	-0.2	0.147756208889259	-2.31742445104288
ENSG00000150867	PIP4K2A	7932530	0.3	0.0247856835454023	4.21494558563385			
ENSG00000150893	FREM2	7968678				0.2	0.351301947848456	1.42349063578
ENSG00000150907	FOXO1	7971177	-0.4	0.0102175717111448	-5.37792687516848			
ENSG00000150961	SEC24D	8102482	0.4	0.00236263180698694	7.86291873306033	0.3	0.0136211395451368	5.75594760001588
ENSG00000150995	ITPR1	8077376	0.8	0.00100007442180993	9.78261505179776	-0.2	0.215458885044002	-1.9331948061806
ENSG00000151012	SLC7A11	8102800	1.3	1.58014945337849E-4	15.7447816551771	0.3	0.0355542662604793	4.02427554395099
ENSG00000151014	NOCT	8097461	0.6	2.46811959517237E-4	13.8448307005788	-0.2	0.0290684832582242	-4.35597266438451
ENSG00000151023	ENKUR	7932598				-0.1	0.250473835665597	-1.78102606350093
ENSG00000151033	LYZL2	7932864	-0.1	0.724354069437181	-0.519816151545477	-0.1	0.671791483013671	-0.682938892061085
ENSG00000151062	CACNA2D4	7960283				-0.1	0.579457034113351	-0.873597325315651
ENSG00000151065	DCP1B	7960320	-0.4	0.00184922987896403	-8.35488422467085	-0.3	0.0137314363667378	-5.73947043647797
ENSG00000151067	CACNA1C	7953094				0.2	0.0746939334824946	3.05510189621632
ENSG00000151090	THRB	8085797	-0.3	0.0198404117247709	-4.49334019001488			
ENSG00000151092	NGLY1	8085852				0.2	0.199003192775865	2.01396306744252
ENSG00000151117	TMEM86A	7938812	-0.2	0.0925420011021787	-2.75180845180452	-0.1	0.287725074152712	-1.63644523911285
ENSG00000151135	TMEM263	7958346	0.3	0.0160377376771573	4.77327228703793			
ENSG00000151136	BTBD11	7958352	-0.7	8.29052037514586E-4	-10.2310775673375	-0.6	0.00400530140287488	-8.96653427253875
ENSG00000151148	UBE3B	7958532				-0.2	0.0393687464694786	-3.86177617309916
ENSG00000151150	ANK3	7933772				-0.8	0.00185939808142203	-11.9899211732165
ENSG00000151164	RAD9B	7958677	-0.2	0.0636234905498986	-3.14744541482757	-0.2	0.0728862724157542	-3.0823868912168
ENSG00000151176	PLBD2	7958989				-0.2	0.110697339701289	-2.62167256608226
ENSG00000151224	MAT1A	7934755				0.1	0.485994401603734	1.07561538309847
ENSG00000151229	SLC2A13	7962327	0.5	0.00119909370251374	9.31090707944208			
ENSG00000151233	GXYLT1	7962349	0.1	0.667301786050381	0.629554366060861	0.4	0.0387243115747488	3.8878425296039
ENSG00000151247	EIF4E	8101839				0.2	0.0432350371196343	3.73171318556092
ENSG00000151276	MAGI1	8088602	-0.4	0.00510071908168448	-6.48501494590711			
ENSG00000151287	TEX30	7972674				0.2	0.0559093264421223	3.40323897277649
ENSG00000151292	CSNK1G3	8107655				0.2	0.161387550256035	2.22406095618266
ENSG00000151320	AKAP6	7973850				0.2	0.0333954874488016	4.11498895288743
ENSG00000151327	FAM177A1	7973918	0.3	0.0603663994805756	3.20079600890173			
ENSG00000151332	MBIP	7978666				-0.2	0.0460185286961178	-3.65171780120589
ENSG00000151353	TMEM18	8049998	0.1	0.247118226658543	1.73235369269565	-0.2	0.127630341740606	-2.46865921280713
ENSG00000151360	ALLC	8040053	0.1	0.487238974171309	1.00385750970235			
ENSG00000151364	KCTD14	7950641	-0.6	0.00918498993628771	-5.52962236153297	-0.5	0.0269161540824548	-4.4840688678209
ENSG00000151366	NDUFC2	7950644	-0.2	0.236186306007669	-1.77862033460752			
ENSG00000151376	ME3	7950864				-0.4	0.0179256805133068	-5.18774843670334
ENSG00000151388	ADAMTS12	8111387	2.2	3.19842712340449E-5	28.6640114477376			
ENSG00000151413	NUBPL	7973826	0.1	0.349275397625123	1.36488735118626	-0.1	0.311651644162653	-1.55189712236368
ENSG00000151422	FER	8107208	0.2	0.106271684849883	2.60525184383051	0.4	0.0282884161932563	4.40589664392388
ENSG00000151445	VIPAS39	7980403				-0.4	0.0323329375315677	-4.16730021435435
ENSG00000151458	ANKRD50	8102720	0.3	0.011423633752683	5.23243941034873			
ENSG00000151461	UPF2	7932041	0.2	0.182296811566534	2.04763018321608	0.3	0.0525593877342752	3.4801812372516
ENSG00000151466	SCLT1	8102751	0.1	0.26139542812993	1.67166792158502			
ENSG00000151468	CCDC3	7932082	-0.5	0.00756222148462475	-5.83637557979183	-0.2	0.0969935419485031	-2.76271886792376
ENSG00000151470	C4orf33	8097435	-0.3	0.0815050752965531	-2.8845583456604	-0.2	0.113766432559972	-2.59450418724616
ENSG00000151474	FRMD4A	7932132	0.5	0.0113083731696971	5.24580526466538			
ENSG00000151498	ACAD8	7945283	-0.3	0.00405231969412647	-6.87311399349325			
ENSG00000151500	THYN1	7952869	-0.6	9.45193584840836E-4	-9.92285519387582	-0.2	0.0689352384868169	-3.14920923200112
ENSG00000151502	VPS26B	7945275	0.1	0.692511221679791	0.580631937863635			
ENSG00000151576	QTRT2	8081786	0.2	0.218217790768891	1.86317600633143			
ENSG00000151611	MMAA	8097670				-0.1	0.647167656788842	-0.734022166798636
ENSG00000151617	EDNRA	8097692	1.2	4.19079780501995E-5	23.8067457780901	-0.4	0.00520171286133326	-8.17764586415754
